Date,Stock Name,Symbol,Lot Size,Sector Name,Industry Name,MCap Category,Close,Chg %,Cumulative Future OI,OI Chg %,Volume (Times),Delivery (Times),Cumulative Call OI,Cumulative Put OI,Put Call Ratio (PCR),PCR Change 1D,OI Trend,Symbol with Comma for External Upload
12/Aug/2024,Dixon Technologies (India) Ltd.,DIXON,100.00,Consumer Durables,Consumer Durables - Electronics,Mid Cap,11664.25,-0.65,2118200.00,5.51,1.13,1.84,2148100.00,1081000.00,0.50,0.00,AggressiveNewShort,"DIXON,"
12/Aug/2024,Pidilite Industries Ltd.,PIDILITIND,250.00,Chemicals,Chemicals,Large Cap,3051.80,-2.60,2782750.00,5.43,0.74,1.61,2084250.00,687750.00,0.33,-0.06,NewShort,"PIDILITIND,"
12/Aug/2024,Godrej Consumer Products Ltd.,GODREJCP,500.00,Fast Moving Consumer Goods,Household & Personal Products,Large Cap,1392.60,-3.61,9319000.00,5.34,1.34,1.80,3010500.00,1160000.00,0.39,-0.11,AggressiveNewShort,"GODREJCP,"
12/Aug/2024,Oil & Natural Gas Corporation Ltd.,ONGC,1925.00,Crude Oil,Oil Exploration,Large Cap,341.30,2.63,130898075.00,5.26,0.94,0.95,72730350.00,41772500.00,0.57,0.07,NewLong,"ONGC,"
12/Aug/2024,Max Financial Services Ltd.,MFSL,800.00,Finance,Finance - Others,Mid Cap,1076.85,-1.41,3764000.00,5.00,0.75,0.53,1513600.00,1129600.00,0.75,0.06,NewShort,"MFSL,"
12/Aug/2024,Marico Ltd.,MARICO,1200.00,Fast Moving Consumer Goods,Consumer Food,Mid Cap,644.65,-1.28,13298400.00,4.98,0.28,0.41,10704000.00,4477200.00,0.42,-0.05,NewShort,"MARICO,"
12/Aug/2024,Steel Authority Of India Ltd.,SAIL,4000.00,Iron & Steel,Steel & Iron Products,Mid Cap,131.70,1.82,147152000.00,-4.98,0.85,0.62,86000000.00,38972000.00,0.45,-0.01,ShortCover,"SAIL,"
12/Aug/2024,Balrampur Chini Mills Ltd.,BALRAMCHIN,1600.00,Agriculture,Sugar,Small Cap,495.15,0.85,8944000.00,4.86,1.74,0.95,5083200.00,4080000.00,0.80,-0.09,NewLong,"BALRAMCHIN,"
12/Aug/2024,ABB India Ltd.,ABB,125.00,Capital Goods,Electric Equipment,Large Cap,7674.70,-3.73,1885625.00,4.69,0.83,0.83,1864250.00,767250.00,0.41,-0.14,NewShort,"ABB,"
12/Aug/2024,Bata India Ltd.,BATAINDIA,375.00,Retailing,Footwear,Small Cap,1418.80,-1.68,3838125.00,4.66,0.41,0.60,4021125.00,2293875.00,0.57,0.00,NewShort,"BATAINDIA,"
12/Aug/2024,Jindal Steel & Power Ltd.,JINDALSTEL,625.00,Iron & Steel,Steel/Sponge Iron/Pig Iron,Large Cap,918.10,0.21,16508750.00,4.56,0.99,1.11,6496875.00,3809375.00,0.59,-0.01,NewLong,"JINDALSTEL,"
12/Aug/2024,ICICI Bank Ltd.,ICICIBANK,700.00,Banking,Bank - Private,Large Cap,1172.80,0.10,90668200.00,-4.52,0.86,0.85,35361200.00,15547000.00,0.44,0.02,ShortCover,"ICICIBANK,"
12/Aug/2024,Zydus Lifesciences Ltd.,ZYDUSLIFE,900.00,Healthcare,Pharmaceuticals & Drugs,Large Cap,1250.40,-3.88,20025000.00,4.21,1.12,0.83,5943600.00,3573900.00,0.60,-0.11,NewShort,"ZYDUSLIFE,"
12/Aug/2024,Aarti Industries Ltd.,AARTIIND,1000.00,Chemicals,Chemicals,Small Cap,734.65,-1.84,15006000.00,4.15,2.34,1.59,8223000.00,4557000.00,0.55,-0.07,AggressiveNewShort,"AARTIIND,"
12/Aug/2024,Trent Ltd.,TRENT,200.00,Retailing,Retailing,Large Cap,6382.35,1.71,3430600.00,-4.08,0.90,1.04,3293800.00,3810600.00,1.16,0.03,ShortCover,"TRENT,"
12/Aug/2024,Indian Railway Catering And Tourism Corporation Ltd.,IRCTC,875.00,Hospitality,Travel Services,Mid Cap,924.40,-0.28,22358875.00,4.07,0.88,0.56,14043750.00,8250375.00,0.59,-0.04,NewShort,"IRCTC,"
12/Aug/2024,AU Small Finance Bank Ltd.,AUBANK,1000.00,Banking,Bank - Private,Mid Cap,609.75,-2.59,24592000.00,4.03,3.20,3.67,9768000.00,5126000.00,0.52,-0.05,AggressiveNewShort,"AUBANK,"
12/Aug/2024,Adani Ports and Special Economic Zone Ltd.,ADANIPORTS,400.00,Logistics,Port,Large Cap,1501.40,-2.11,29510400.00,3.90,2.79,1.82,13652000.00,12913200.00,0.95,0.28,AggressiveNewShort,"ADANIPORTS,"
12/Aug/2024,Cummins India Ltd.,CUMMINSIND,300.00,Automobile & Ancillaries,Diesel Engines,Mid Cap,3753.60,1.04,4570200.00,-3.83,0.45,0.54,1766100.00,1615800.00,0.91,-0.05,ShortCover,"CUMMINSIND,"
12/Aug/2024,Biocon Ltd.,BIOCON,2500.00,Healthcare,Pharmaceuticals & Drugs,Mid Cap,337.85,0.27,47840000.00,-3.81,0.82,1.10,23360000.00,14937500.00,0.64,0.02,ShortCover,"BIOCON,"
12/Aug/2024,Laurus Labs Ltd.,LAURUSLABS,1700.00,Healthcare,Pharmaceuticals & Drugs,Small Cap,426.20,-0.02,21821200.00,3.80,0.47,0.43,11934000.00,5412800.00,0.45,0.00,NewShort,"LAURUSLABS,"
12/Aug/2024,JSW Steel Ltd.,JSWSTEEL,675.00,Iron & Steel,Steel & Iron Products,Large Cap,917.35,1.35,20200050.00,3.62,1.42,1.20,9757800.00,5170500.00,0.53,0.06,AggressiveNewLong,"JSWSTEEL,"
12/Aug/2024,Cipla Ltd.,CIPLA,650.00,Healthcare,Pharmaceuticals & Drugs,Large Cap,1586.25,0.73,10104900.00,-3.61,0.93,1.00,5002400.00,3048500.00,0.61,0.03,ShortCover,"CIPLA,"
12/Aug/2024,Glenmark Pharmaceuticals Ltd.,GLENMARK,725.00,Healthcare,Pharmaceuticals & Drugs,Mid Cap,1502.50,2.01,5320775.00,3.45,2.15,1.78,1853100.00,1332550.00,0.72,-0.04,AggressiveNewLong,"GLENMARK,"
12/Aug/2024,PI Industries Ltd.,PIIND,250.00,Chemicals,Pesticides & Agrochemicals,Mid Cap,4441.00,-1.04,2004250.00,3.41,0.97,0.73,840000.00,629750.00,0.75,0.02,NewShort,"PIIND,"
12/Aug/2024,Asian Paints Ltd.,ASIANPAINT,200.00,Chemicals,Paints,Large Cap,3053.20,0.41,11111400.00,-3.37,1.12,1.12,5683400.00,3617600.00,0.64,0.00,AggressiveShortCover,"ASIANPAINT,"
12/Aug/2024,Indraprastha Gas Ltd.,IGL,1375.00,Gas Transmission,Gas Transmission/Marketing,Mid Cap,542.95,1.03,11742500.00,3.30,0.69,0.42,10275375.00,5141125.00,0.50,0.04,NewLong,"IGL,"
12/Aug/2024,SBI Cards And Payment Services Ltd.,SBICARD,800.00,Finance,Finance - NBFC,Mid Cap,699.95,-1.39,26920000.00,3.10,0.93,1.31,13958400.00,8744800.00,0.63,0.01,NewShort,"SBICARD,"
12/Aug/2024,Kotak Mahindra Bank Ltd.,KOTAKBANK,400.00,Banking,Bank - Private,Large Cap,1772.55,0.16,33761200.00,-3.03,1.31,1.28,12406400.00,5842400.00,0.47,0.01,AggressiveShortCover,"KOTAKBANK,"
12/Aug/2024,Cholamandalam Investment and Finance Company Ltd.,CHOLAFIN,625.00,Finance,Finance - NBFC,Large Cap,1348.75,0.01,10255625.00,2.96,0.53,0.53,4207500.00,2225000.00,0.53,0.00,NewLong,"CHOLAFIN,"
12/Aug/2024,Dalmia Bharat Ltd.,DALBHARAT,275.00,Construction Materials,Cement & Construction Materials,Mid Cap,1745.00,0.25,4699750.00,2.92,0.94,0.66,1683275.00,882200.00,0.52,0.06,NewLong,"DALBHARAT,"
12/Aug/2024,IndusInd Bank Ltd.,INDUSINDBK,500.00,Banking,Bank - Private,Large Cap,1350.85,0.08,32427500.00,2.91,0.95,1.13,12168000.00,8879000.00,0.73,0.01,NewLong,"INDUSINDBK,"
12/Aug/2024,Reliance Industries Ltd.,RELIANCE,250.00,Crude Oil,Refineries,Large Cap,2921.25,-0.93,45706750.00,2.91,0.76,0.83,32764750.00,15946500.00,0.49,-0.01,NewShort,"RELIANCE,"
12/Aug/2024,Tata Motors Ltd.,TATAMOTORS,550.00,Automobile & Ancillaries,Automobiles-Trucks/Lcv,Large Cap,1076.15,0.75,66860750.00,2.89,0.64,0.88,67250150.00,32093050.00,0.48,0.01,NewLong,"TATAMOTORS,"
12/Aug/2024,Adani Enterprises Ltd.,ADANIENT,300.00,Trading,Trading,Large Cap,3151.75,-1.12,21462600.00,2.84,5.64,3.89,12583500.00,12087300.00,0.96,0.29,AggressiveNewShort,"ADANIENT,"
12/Aug/2024,Chambal Fertilisers and Chemicals Ltd.,CHAMBLFERT,1900.00,Chemicals,Fertilizers,Small Cap,527.25,0.91,13003600.00,2.78,1.10,0.98,8107300.00,4641700.00,0.57,-0.04,NewLong,"CHAMBLFERT,"
12/Aug/2024,Ambuja Cements Ltd.,AMBUJACEM,900.00,Construction Materials,Cement & Construction Materials,Large Cap,635.45,0.55,32520600.00,-2.77,1.39,0.88,11839500.00,8922600.00,0.75,0.11,ShortCover,"AMBUJACEM,"
12/Aug/2024,Tech Mahindra Ltd.,TECHM,600.00,Information Technology,IT - Software,Large Cap,1512.50,0.38,12931200.00,-2.77,0.84,0.87,5628600.00,4371000.00,0.78,-0.01,ShortCover,"TECHM,"
12/Aug/2024,Apollo Tyres Ltd.,APOLLOTYRE,1700.00,Automobile & Ancillaries,Tyres & Allied,Mid Cap,493.50,0.34,15803200.00,2.75,0.65,1.23,20464600.00,9545500.00,0.47,-0.08,NewLong,"APOLLOTYRE,"
12/Aug/2024,Polycab India Ltd.,POLYCAB,125.00,Electricals,Cable,Mid Cap,6585.15,-0.99,3073000.00,2.70,1.42,1.55,1181250.00,1058375.00,0.90,-0.09,AggressiveNewShort,"POLYCAB,"
12/Aug/2024,Interglobe Aviation Ltd.,INDIGO,300.00,Aviation,Airlines,Large Cap,4251.65,-0.90,6348300.00,2.65,2.67,3.70,2493600.00,1632900.00,0.65,-0.02,AggressiveNewShort,"INDIGO,"
12/Aug/2024,HDFC Life Insurance Company Ltd.,HDFCLIFE,1100.00,Finance,Insurance,Large Cap,702.45,0.01,27204100.00,2.64,0.63,0.56,16341600.00,7240200.00,0.44,0.03,NewLong,"HDFCLIFE,"
12/Aug/2024,Britannia Industries Ltd.,BRITANNIA,200.00,Fast Moving Consumer Goods,Consumer Food,Large Cap,5645.75,-1.65,2459600.00,2.58,1.17,2.52,1639800.00,754200.00,0.46,-0.09,AggressiveNewShort,"BRITANNIA,"
12/Aug/2024,GMR Airports Infrastructure Ltd.,GMRINFRA,11250.00,Aviation,Airport Management Services,Mid Cap,98.02,-1.47,225270000.00,2.58,0.60,0.75,131006250.00,84892500.00,0.65,0.04,NewShort,"GMRINFRA,"
12/Aug/2024,Page Industries Ltd.,PAGEIND,15.00,Textile,Textile,Mid Cap,40821.30,1.53,188820.00,-2.58,0.89,0.69,29940.00,16155.00,0.54,0.06,ShortCover,"PAGEIND,"
12/Aug/2024,NMDC Ltd.,NMDC,4500.00,Mining,Mining & Minerals,Mid Cap,229.63,3.66,94405500.00,2.52,1.36,0.99,52861500.00,32323500.00,0.61,0.01,NewLong,"NMDC,"
12/Aug/2024,Manappuram Finance Ltd.,MANAPPURAM,3000.00,Finance,Finance - NBFC,Small Cap,209.92,2.52,72162000.00,-2.48,1.74,2.99,18990000.00,9972000.00,0.53,0.00,AggressiveShortCover,"MANAPPURAM,"
12/Aug/2024,GAIL (India) Ltd.,GAIL,4575.00,Industrials Gases & Fuels,Industrial  Gases & Fuels,Large Cap,231.90,1.99,116991900.00,-2.41,1.39,1.71,71411175.00,38548950.00,0.54,0.03,AggressiveShortCover,"GAIL,"
12/Aug/2024,The Federal Bank Ltd.,FEDERALBNK,5000.00,Banking,Bank - Private,Mid Cap,201.24,1.86,91465000.00,-2.37,1.56,1.48,49725000.00,29765000.00,0.60,0.03,AggressiveShortCover,"FEDERALBNK,"
12/Aug/2024,Mahindra & Mahindra Ltd.,M&M,350.00,Automobile & Ancillaries,Automobiles - Passenger Cars,Large Cap,2717.65,-1.15,14546700.00,2.36,0.82,0.90,10257450.00,4336850.00,0.42,-0.05,NewShort,"M&M,"
12/Aug/2024,Muthoot Finance Ltd.,MUTHOOTFIN,550.00,Finance,Finance - NBFC,Mid Cap,1890.10,0.58,4723400.00,2.35,0.52,0.42,1191850.00,1075800.00,0.90,0.04,NewLong,"MUTHOOTFIN,"
12/Aug/2024,Indiamart Intermesh Ltd.,INDIAMART,300.00,Information Technology,e-Commerce,Small Cap,2757.30,-0.72,1801500.00,-2.33,0.42,0.23,2298000.00,1290000.00,0.56,0.01,LongCover,"INDIAMART,"
12/Aug/2024,Colgate-Palmolive (India) Ltd.,COLPAL,350.00,Fast Moving Consumer Goods,Household & Personal Products,Mid Cap,3459.90,0.22,2953300.00,-2.28,0.69,0.73,1455300.00,1421350.00,0.98,-0.04,ShortCover,"COLPAL,"
12/Aug/2024,Deepak Nitrite Ltd.,DEEPAKNTR,300.00,Chemicals,Chemicals,Mid Cap,3015.65,-1.97,2019300.00,2.17,0.63,1.20,1701300.00,1015800.00,0.60,-0.01,NewShort,"DEEPAKNTR,"
12/Aug/2024,NTPC Ltd.,NTPC,1500.00,Power,Power Generation/Distribution,Large Cap,400.85,-2.39,88795500.00,2.16,1.27,1.30,65772000.00,21220500.00,0.32,-0.06,AggressiveNewShort,"NTPC,"
12/Aug/2024,Shree Cement Ltd.,SHREECEM,25.00,Construction Materials,Cement & Construction Materials,Large Cap,24408.35,0.46,318025.00,-2.10,0.53,0.61,211675.00,100300.00,0.47,0.02,ShortCover,"SHREECEM,"
12/Aug/2024,Wipro Ltd.,WIPRO,1500.00,Information Technology,IT - Software,Large Cap,489.05,-0.46,55402500.00,2.04,0.62,0.64,51507000.00,23142000.00,0.45,0.01,NewShort,"WIPRO,"
12/Aug/2024,Coforge Ltd.,COFORGE,150.00,Information Technology,IT - Software,Mid Cap,5874.55,-0.07,1933650.00,-1.98,0.98,0.80,1077600.00,612000.00,0.57,0.00,LongCover,"COFORGE,"
12/Aug/2024,L&T Technology Services Ltd.,LTTS,100.00,Information Technology,IT - Software,Mid Cap,4849.10,-0.98,1710300.00,1.86,0.46,0.49,801700.00,411200.00,0.51,-0.01,NewShort,"LTTS,"
12/Aug/2024,Exide Industries Ltd.,EXIDEIND,1800.00,Automobile & Ancillaries,Batteries,Mid Cap,499.10,1.20,33908400.00,1.83,1.05,0.98,35206200.00,13890600.00,0.39,-0.01,NewLong,"EXIDEIND,"
12/Aug/2024,Alkem Laboratories Ltd.,ALKEM,100.00,Healthcare,Pharmaceuticals & Drugs,Mid Cap,5714.85,-1.41,2110900.00,-1.82,0.45,0.35,461700.00,319200.00,0.69,0.07,LongCover,"ALKEM,"
12/Aug/2024,REC Ltd.,RECLTD,2000.00,Finance,Finance Term Lending,Large Cap,578.80,-1.38,50198000.00,1.82,0.62,0.69,43272000.00,27188000.00,0.63,-0.03,NewShort,"RECLTD,"
12/Aug/2024,Crompton Greaves Consumer Electricals Ltd.,CROMPTON,1800.00,Consumer Durables,Consumer Durables - Domestic Appliances,Small Cap,431.50,-0.79,20271600.00,1.80,0.73,0.77,9936000.00,5986800.00,0.60,-0.03,NewShort,"CROMPTON,"
12/Aug/2024,HDFC Asset Management Company Ltd.,HDFCAMC,150.00,Finance,Finance - Asset Management,Mid Cap,4208.10,1.81,3071400.00,-1.80,0.68,0.43,849300.00,429600.00,0.51,-0.04,ShortCover,"HDFCAMC,"
12/Aug/2024,Torrent Pharmaceuticals Ltd.,TORNTPHARM,250.00,Healthcare,Pharmaceuticals & Drugs,Large Cap,3337.25,-0.03,1918500.00,1.72,0.28,0.21,425500.00,300500.00,0.71,-0.01,NewShort,"TORNTPHARM,"
12/Aug/2024,Bandhan Bank Ltd.,BANDHANBNK,2800.00,Banking,Bank - Private,Mid Cap,197.05,-1.23,108556000.00,-1.63,0.58,0.62,44758000.00,28389200.00,0.63,0.01,LongCover,"BANDHANBNK,"
12/Aug/2024,Infosys Ltd.,INFY,400.00,Information Technology,IT - Software,Large Cap,1797.40,1.51,43416400.00,-1.62,0.63,0.66,17896800.00,11970800.00,0.67,0.01,ShortCover,"INFY,"
12/Aug/2024,Metropolis Healthcare Ltd.,METROPOLIS,400.00,Healthcare,Hospital & Healthcare Services,Small Cap,2038.65,-0.94,1583200.00,1.62,1.81,0.91,1291600.00,602800.00,0.47,-0.01,NewShort,"METROPOLIS,"
12/Aug/2024,Shriram Finance Ltd.,SHRIRAMFIN,300.00,Finance,Finance - NBFC,Large Cap,2976.10,0.61,6668100.00,-1.56,1.01,1.18,2200500.00,1543500.00,0.70,-0.04,AggressiveShortCover,"SHRIRAMFIN,"
12/Aug/2024,Can Fin Homes Ltd.,CANFINHOME,975.00,Finance,Finance - Housing,Small Cap,818.20,1.87,5696925.00,-1.53,0.81,0.55,3283800.00,2317575.00,0.71,0.04,ShortCover,"CANFINHOME,"
12/Aug/2024,Power Grid Corporation Of India Ltd.,POWERGRID,3600.00,Power,Power Generation/Distribution,Large Cap,341.15,-1.40,70722000.00,1.42,1.00,1.24,41065200.00,18486000.00,0.45,-0.01,AggressiveNewShort,"POWERGRID,"
12/Aug/2024,Balkrishna Industries Ltd.,BALKRISIND,300.00,Automobile & Ancillaries,Tyres & Allied,Mid Cap,2844.65,-7.01,2199000.00,1.40,5.34,3.91,1828500.00,832800.00,0.46,-0.18,AggressiveNewShort,"BALKRISIND,"
12/Aug/2024,Jubilant FoodWorks Ltd.,JUBLFOOD,1250.00,Fast Moving Consumer Goods,Consumer Food,Mid Cap,651.35,8.76,23127500.00,1.39,9.10,6.90,10076250.00,11570000.00,1.15,0.34,AggressiveNewLong,"JUBLFOOD,"
12/Aug/2024,LIC Housing Finance Ltd.,LICHSGFIN,1000.00,Finance,Finance - Housing,Mid Cap,646.65,1.33,32320000.00,-1.39,0.51,0.60,16661000.00,8209000.00,0.49,0.02,ShortCover,"LICHSGFIN,"
12/Aug/2024,Titan Company Ltd.,TITAN,175.00,Diamond & Jewellery,Diamond  &  Jewellery,Large Cap,3320.85,-0.33,9912525.00,-1.39,0.67,0.84,5409250.00,2801225.00,0.52,-0.01,LongCover,"TITAN,"
12/Aug/2024,Bharat Forge Ltd.,BHARATFORG,500.00,Automobile & Ancillaries,Forgings,Mid Cap,1593.55,-2.63,8053000.00,1.34,0.67,0.73,4801000.00,2541000.00,0.53,-0.10,NewShort,"BHARATFORG,"
12/Aug/2024,State Bank Of India,SBIN,750.00,Banking,Bank - Public,Large Cap,812.60,-1.42,91323000.00,1.29,0.86,1.05,73909500.00,34420500.00,0.47,-0.04,NewShort,"SBIN,"
12/Aug/2024,Dr. Reddy's Laboratories Ltd.,DRREDDY,125.00,Healthcare,Pharmaceuticals & Drugs,Large Cap,6886.55,-1.81,2507750.00,-1.26,1.20,1.46,1170625.00,1283875.00,1.10,-0.09,AggressiveLongCover,"DRREDDY,"
12/Aug/2024,Aditya Birla Fashion and Retail Ltd.,ABFRL,2600.00,Retailing,Retailing,Small Cap,321.80,-0.89,49790000.00,-1.25,0.33,0.32,16723200.00,11109800.00,0.66,-0.01,LongCover,"ABFRL,"
