09/Aug/2024,Trent Ltd.,TRENT,200.00,Retailing,Retailing,Large Cap,6275.35,11.18,3576600.00,20.91,8.23,5.39,3079600.00,3473200.00,1.13,0.27,AggressiveNewLong,"TRENT,"
09/Aug/2024,Laurus Labs Ltd.,LAURUSLABS,1700.00,Healthcare,Pharmaceuticals & Drugs,Small Cap,426.30,-1.26,21022200.00,12.35,1.46,1.47,11894900.00,5407700.00,0.45,-0.05,AggressiveNewShort,"LAURUSLABS,"
09/Aug/2024,Steel Authority Of India Ltd.,SAIL,4000.00,Iron & Steel,Steel & Iron Products,Mid Cap,129.35,-5.89,154872000.00,11.94,2.53,2.39,101004000.00,46892000.00,0.46,-0.07,AggressiveNewShort,"SAIL,"
09/Aug/2024,Multi Commodity Exchange Of India Ltd.,MCX,200.00,Finance,Finance - Stock Broking,Small Cap,4377.95,3.92,2417800.00,10.99,2.97,4.40,1336000.00,1338800.00,1.00,0.06,AggressiveNewLong,"MCX,"
09/Aug/2024,Apollo Tyres Ltd.,APOLLOTYRE,1700.00,Automobile & Ancillaries,Tyres & Allied,Mid Cap,491.85,-3.84,15379900.00,10.02,1.56,3.01,19019600.00,10512800.00,0.55,-0.21,AggressiveNewShort,"APOLLOTYRE,"
09/Aug/2024,Gujarat Gas Ltd.,GUJGASLTD,1250.00,Gas Transmission,Gas Transmission/Marketing,Mid Cap,610.70,-1.76,10912500.00,9.26,2.69,2.26,6560000.00,3445000.00,0.53,-0.02,AggressiveNewShort,"GUJGASLTD,"
09/Aug/2024,Siemens Ltd.,SIEMENS,150.00,Capital Goods,Electric Equipment,Large Cap,6889.50,1.78,2791050.00,9.23,1.79,2.01,1500900.00,981300.00,0.65,-0.03,AggressiveNewLong,"SIEMENS,"
09/Aug/2024,Lupin Ltd.,LUPIN,425.00,Healthcare,Pharmaceuticals & Drugs,Mid Cap,2113.55,3.06,14130825.00,8.63,1.11,1.38,5427250.00,6742200.00,1.24,0.17,AggressiveNewLong,"LUPIN,"
09/Aug/2024,Grasim Industries Ltd.,GRASIM,250.00,Construction Materials,Cement & Construction Materials,Large Cap,2572.75,1.10,8628000.00,8.50,3.33,2.32,3743000.00,2362500.00,0.63,-0.07,AggressiveNewLong,"GRASIM,"
09/Aug/2024,Container Corporation Of India Ltd.,CONCOR,1000.00,Logistics,Logistics,Mid Cap,980.80,-1.71,23841000.00,8.03,2.00,1.74,13250000.00,7335000.00,0.55,-0.03,AggressiveNewShort,"CONCOR,"
09/Aug/2024,Balkrishna Industries Ltd.,BALKRISIND,300.00,Automobile & Ancillaries,Tyres & Allied,Mid Cap,3058.95,-2.22,2168700.00,7.98,1.17,1.13,961200.00,618000.00,0.64,-0.23,AggressiveNewShort,"BALKRISIND,"
09/Aug/2024,Berger Paints India Ltd.,BERGEPAINT,1320.00,Chemicals,Paints,Mid Cap,531.65,2.61,16807560.00,7.49,2.50,0.98,5829120.00,3645840.00,0.63,0.03,NewLong,"BERGEPAINT,"
09/Aug/2024,Dabur India Ltd.,DABUR,1250.00,Fast Moving Consumer Goods,Household & Personal Products,Large Cap,623.95,-2.12,16912500.00,7.46,0.95,1.40,10503750.00,4516250.00,0.43,-0.10,NewShort,"DABUR,"
09/Aug/2024,Alkem Laboratories Ltd.,ALKEM,100.00,Healthcare,Pharmaceuticals & Drugs,Mid Cap,5796.85,1.93,2150100.00,6.61,3.55,2.72,513700.00,319600.00,0.62,0.15,AggressiveNewLong,"ALKEM,"
09/Aug/2024,Bata India Ltd.,BATAINDIA,375.00,Retailing,Footwear,Small Cap,1443.00,-0.87,3667125.00,6.51,0.39,0.49,3919125.00,2242125.00,0.57,-0.11,NewShort,"BATAINDIA,"
09/Aug/2024,Astral Ltd.,ASTRAL,367.00,Plastic Products,Plastic Products,Mid Cap,2031.35,-2.44,3704131.00,6.29,2.15,2.23,1971157.00,1123754.00,0.57,0.00,AggressiveNewShort,"ASTRAL,"
09/Aug/2024,Escorts Kubota Ltd.,ESCORTS,275.00,Automobile & Ancillaries,Automobiles-Tractors,Mid Cap,3687.80,-0.05,2084775.00,6.01,0.58,0.67,1599675.00,689425.00,0.43,-0.02,NewShort,"ESCORTS,"
09/Aug/2024,Aurobindo Pharma Ltd.,AUROPHARMA,550.00,Healthcare,Pharmaceuticals & Drugs,Mid Cap,1449.70,-2.00,12034000.00,5.78,1.14,1.11,4382950.00,3289550.00,0.75,-0.11,AggressiveNewShort,"AUROPHARMA,"
09/Aug/2024,JK Cement Ltd.,JKCEMENT,125.00,Construction Materials,Cement & Construction Materials,Mid Cap,4240.20,0.07,796500.00,5.32,0.33,0.24,203750.00,91750.00,0.45,-0.02,NewLong,"JKCEMENT,"
09/Aug/2024,National Aluminium Company Ltd.,NATIONALUM,3750.00,Non - Ferrous Metals,Aluminium & Aluminium Products,Mid Cap,177.25,2.65,62501250.00,5.30,1.23,1.56,47610000.00,17430000.00,0.37,-0.01,AggressiveNewLong,"NATIONALUM,"
09/Aug/2024,Bharat Forge Ltd.,BHARATFORG,500.00,Automobile & Ancillaries,Forgings,Mid Cap,1636.55,1.94,7946500.00,-4.97,0.87,1.20,4463000.00,2810500.00,0.63,0.04,ShortCover,"BHARATFORG,"
09/Aug/2024,Sun TV Network Ltd.,SUNTV,1500.00,Media & Entertainment,TV Broadcasting & Software Production,Small Cap,916.85,3.68,7848000.00,4.74,3.08,3.74,3994500.00,2221500.00,0.56,-0.06,AggressiveNewLong,"SUNTV,"
09/Aug/2024,JSW Steel Ltd.,JSWSTEEL,675.00,Iron & Steel,Steel & Iron Products,Large Cap,905.10,1.98,19494675.00,4.38,0.57,0.35,10116225.00,4778325.00,0.47,0.03,NewLong,"JSWSTEEL,"
09/Aug/2024,Dalmia Bharat Ltd.,DALBHARAT,275.00,Construction Materials,Cement & Construction Materials,Mid Cap,1740.60,-1.66,4566375.00,4.22,0.48,0.42,1696750.00,788700.00,0.46,-0.02,NewShort,"DALBHARAT,"
09/Aug/2024,Pidilite Industries Ltd.,PIDILITIND,250.00,Chemicals,Chemicals,Large Cap,3133.15,-1.11,2639500.00,-4.09,0.71,1.28,1684500.00,651000.00,0.39,-0.08,LongCover,"PIDILITIND,"
09/Aug/2024,Tech Mahindra Ltd.,TECHM,600.00,Information Technology,IT - Software,Large Cap,1506.70,2.74,13299600.00,-4.05,0.63,0.59,5729400.00,4505400.00,0.79,0.07,ShortCover,"TECHM,"
09/Aug/2024,Granules India Ltd.,GRANULES,2000.00,Healthcare,Pharmaceuticals & Drugs,Small Cap,658.75,0.90,9964000.00,4.03,0.56,0.42,9444000.00,9554000.00,1.01,-0.03,NewLong,"GRANULES,"
09/Aug/2024,Punjab National Bank,PNB,8000.00,Banking,Bank - Public,Large Cap,115.27,1.10,288456000.00,-4.01,0.67,0.61,151152000.00,90456000.00,0.60,0.04,ShortCover,"PNB,"
09/Aug/2024,Maruti Suzuki India Ltd.,MARUTI,50.00,Automobile & Ancillaries,Automobiles - Passenger Cars,Large Cap,12224.20,0.04,3127600.00,3.92,0.41,0.42,5739700.00,1934050.00,0.34,0.01,NewLong,"MARUTI,"
09/Aug/2024,Bandhan Bank Ltd.,BANDHANBNK,2800.00,Banking,Bank - Private,Mid Cap,199.50,0.16,110353600.00,3.64,0.53,0.41,47650400.00,29453200.00,0.62,-0.02,NewLong,"BANDHANBNK,"
09/Aug/2024,Hindalco Industries Ltd.,HINDALCO,1400.00,Non - Ferrous Metals,Metal - Non Ferrous,Large Cap,622.90,1.44,42320600.00,-3.64,0.48,0.46,23020200.00,15640800.00,0.68,0.02,ShortCover,"HINDALCO,"
09/Aug/2024,Torrent Pharmaceuticals Ltd.,TORNTPHARM,250.00,Healthcare,Pharmaceuticals & Drugs,Large Cap,3338.40,0.15,1886000.00,3.48,0.34,0.24,387000.00,280000.00,0.72,-0.12,NewLong,"TORNTPHARM,"
